"DOCUMENTIDENTIFIER","DOCUMENTTYPE","CANONICALPATH"
CIT39830,ControlTesterTestItem,/P13.3 June 2016 - ZD RI Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.4 June 2016 - ZD & IGN US Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.5 August 2016 - AM & NS CAD Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.6 August 2016 - IGN UK Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.7 August 2016 - ZD RI Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.9 August 2016 - Salebuild US Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.10 August 2016 - Offers Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.11 September 2016 - ZD RI Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.12 October 2016 - ZD RI Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/P13.8 August 2016 - ZD & IGN US Payroll Reconciliation.xlsx
CIT39830,ControlTesterTestItem,/1 - P13_Detailed Testing.xlsx
CIT39831,ControlTesterTestItem,/P09- Payroll Change Reports Sample.xlsx
CIT39831,ControlTesterTestItem,/P09- Payroll Change Testing.xlsx
CIT39831,ControlTesterTestItem,/P09.1-March (Mid)- IGN.pdf
CIT39831,ControlTesterTestItem,/P09.2-March (Mid)- Ziff Davis.pdf
CIT39831,ControlTesterTestItem,/P09.3-April- IGN (Mid Month).pdf
CIT39831,ControlTesterTestItem,/P09.4-April- Ziff Davis (Mid-Month).pdf
CIT39831,ControlTesterTestItem,/P09.5-May- IGN (Month End).pdf
CIT39769,ControlTesterTestItem,/2 - DC_e-media.co.uk/A - Q3 Instructions.pdf
CIT39769,ControlTesterTestItem,/2 - DC_e-media.co.uk/Approval_Nicole Dunn.msg
CIT39769,ControlTesterTestItem,/2 - DC_e-media.co.uk/B - emedia 092016.xlsx
CIT39769,ControlTesterTestItem,/2 - DC_e-media.co.uk/C - Approval Nicole Dunn.pdf
CIT39769,ControlTesterTestItem,/3 - DC_ziffdavis.local/A - Q2 Instructions.pdf
CIT39769,ControlTesterTestItem,/3 - DC_ziffdavis.local/Approval_Scott Perlin.msg
CIT39769,ControlTesterTestItem,/3 - DC_ziffdavis.local/B - zdlocal 061616 - HR Review.xlsx
CIT39769,ControlTesterTestItem,/3 - DC_ziffdavis.local/C - Approval Scott Perlin.pdf
CIT39769,ControlTesterTestItem,/4 - DC_ziffdavis.local/A - Q2 Instructions.pdf
CIT39769,ControlTesterTestItem,/4 - DC_ziffdavis.local/Approval_Scott Perlin.msg
CIT39769,ControlTesterTestItem,/4 - DC_ziffdavis.local/B - zdlocal 061616 - HR Review.xlsx
CIT39769,ControlTesterTestItem,/4 - DC_ziffdavis.local/C - Approval Scott Perlin.pdf
CIT39769,ControlTesterTestItem,/5 - DC_zdb2b.local/A - Q2 Instructions.pdf
CIT39769,ControlTesterTestItem,/5 - DC_zdb2b.local/Approval_Yolanda Gloria.msg
CIT39769,ControlTesterTestItem,/5 - DC_zdb2b.local/B - b2b 061616.xlsx
CIT39769,ControlTesterTestItem,/5 - DC_zdb2b.local/B - b2b 062316.xlsx
CIT39769,ControlTesterTestItem,/5 - DC_zdb2b.local/C - Approval Yolanda Gloria.pdf
CIT39769,ControlTesterTestItem,/6 - DC_zdb2b.local/A - Q3 Instructions.pdf
CIT39769,ControlTesterTestItem,/6 - DC_zdb2b.local/Approval_Scott Perlin.msg
CIT39769,ControlTesterTestItem,/6 - DC_zdb2b.local/B - b2b HR Review 092016.xlsx
CIT39769,ControlTesterTestItem,/6 - DC_zdb2b.local/C - Approval Scott Perlin.pdf
CIT39770,ControlTesterTestItem,/IT01.04_Testing_Final_November 2016.xlsx
CIT39770,ControlTesterTestItem,/1 - Q2 - One Login_Ookla/A - Q2 Instructions.pdf
CIT39770,ControlTesterTestItem,/1 - Q2 - One Login_Ookla/Approval_Luke Deryckx.msg
CIT39770,ControlTesterTestItem,/1 - Q2 - One Login_Ookla/B - user_details_report (June 2016) - Excel Version.xlsx
CIT39770,ControlTesterTestItem,/1 - Q2 - One Login_Ookla/B - user_details_report (June 2016).csv
CIT39770,ControlTesterTestItem,/1 - Q2 - One Login_Ookla/C - Approval - Luke Deryckx.pdf
CIT39770,ControlTesterTestItem,/2 - Q3 - One Login_Ookla/A - Q3 Instructions.pdf
CIT39770,ControlTesterTestItem,/2 - Q3 - One Login_Ookla/B - user_details_report (2) - Excel Version.xlsx
CIT39770,ControlTesterTestItem,/2 - Q3 - One Login_Ookla/B - user_details_report (2).csv
CIT39770,ControlTesterTestItem,/2 - Q3 - One Login_Ookla/C - Approal Luke Deryckx.pdf
CIT39770,ControlTesterTestItem,/2 - Q3 - One Login_Ookla/Re  Need your files!!!!.msg
I39791,Issue,/D09_Confirmation_Adam Ady_10.10.2016.msg
CIT39792,ControlTesterTestItem,/IT60.2/IT60.2.2_001.Salesforce.com_SSAE16_SOC1_Report_May2016_Oct2016.pdf
CIT39792,ControlTesterTestItem,/IT60.2/IT60.2.3_019.SFDC_BridgeLetter_SOC1_Signed_31Dec2016.pdf
CIT39792,ControlTesterTestItem,/IT60.2/IT60.2.5_011.Salesforce_SOC2Report_May2016_Oct2016.pdf
CIT39792,ControlTesterTestItem,/IT60.2/IT60.2.4_SOC2  Evaluation Memo_Salesforce_FY16.doc
CIT39792,ControlTesterTestItem,/IT60.2/IT60.2.1_SOC1  Evaluation Memo_Salesforce_FY16.doc
CIT39793,ControlTesterTestItem,/IT60.3/IT60.3.2_Untitled attachment 00107.pdf
CIT39793,ControlTesterTestItem,/IT60.3/IT60.3.1_SOC1  Evaluation Memo_Google_AdServices_1.9.2017.doc
CIT39794,ControlTesterTestItem,/IT60.6.2_Operative Media SOC 1-September 1 2015 to August 31 2016.pdf
CIT39794,ControlTesterTestItem,/IT60.6.3_Operative Media SOC Bridge Letter_AD Operations ING.pdf
CIT39794,ControlTesterTestItem,/IT60.6.1_SOC1  Evaluation Memo_Operative One.doc
CIT39795,ControlTesterTestItem,/IT60.4/IT60.4.2_FatTail_2016_SOC1_TypeII_Final.pdf
CIT39795,ControlTesterTestItem,/IT60.4/IT60.4.1_SOC1  Evaluation Memo_Adbook_FatTail_5.31.2016.doc
CIT39796,ControlTesterTestItem,/ELC12/ELC12.1Topics.msg
CIT39796,ControlTesterTestItem,/ELC12/ELC12.2_FW Ziff Engineering Steer 6-20-16.msg
CIT39796,ControlTesterTestItem,/ELC12/ELC12.3_Steer-06.20.16.ZiffEngineering.docx
CIT39796,ControlTesterTestItem,/ELC12/ELC12.4.JPG
CIT39797,ControlTesterTestItem,/ELC05/ELC05.1_ZDITChangeManagementPolicy_v1.8_01.06.2017_Final.pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.2_ZD IT and Security Policy_Final_v0.6_August 2016.pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.3A_Signing Authority Policy_V.3_Master Document_8.6.2015_3 (3).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.3B_Signing Authority Policy_Delegation of Authority Tables_09.13.2016 (7).xlsx
CIT39797,ControlTesterTestItem,/ELC05/ELC05.4_Ziff Davis - Prepaid Expense Policy.pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.5_Ziff Davis - Fixed Assets Capitalized Software Policy (1).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.6_Ziff Davis - US TE Expense Reimbursement Policy (Updated April 2015) (2).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.7_Ziff Davis - UK TE Expense Reimbursement Policy (Updated April 2015).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.8_Ziff Davis - CAD TE Expense Reimbursement Policy (April 2015).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.9_Ziff Davis - AUD TE Expense Reimbursement Policy (April 2015).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.10_ZD Credit Memo Policy_Final_July 2014_2 (2).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.11_System Access Request Form.xlsx
CIT39797,ControlTesterTestItem,/ELC05/ELC05.12_Ziff Davis - Credit Approval Policy For New Customers FINAL_August 2016 (2).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.13_Ziff Davis Revenue Recognition Policy - FINAL (2).pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.14_Ziff Davis Travel and Entertainment Expense Reimbursement Policy_India_9.2016_Final.pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05.15_Ziff Davis Travel and Entertainment Expense Reimbursement Policy_PHP_9.2016_Final.pdf
CIT39797,ControlTesterTestItem,/ELC05/ELC05_A_Jive Path.xlsx
CIT39797,ControlTesterTestItem,/ELC05/ELC05_B_Policies and Procedures Chart.xlsx
CIT39797,ControlTesterTestItem,/ELC05/ELC05_C_FW Updated IT Change Management Policy - Please Distribute to your Teams.msg
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.1_ZDITChangeManagementPolicy_v1.8_01.06.2017_Final.pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.2_ZD IT and Security Policy_Final_v0.6_August 2016.pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.3A_Signing Authority Policy_V.3_Master Document_8.6.2015_3 (3).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.3B_Signing Authority Policy_Delegation of Authority Tables_09.13.2016 (7).xlsx
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.4_Ziff Davis - Prepaid Expense Policy.pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.5_Ziff Davis - Fixed Assets Capitalized Software Policy (1).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.6_Ziff Davis - US TE Expense Reimbursement Policy (Updated April 2015) (2).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.7_Ziff Davis - UK TE Expense Reimbursement Policy (Updated April 2015).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.8_Ziff Davis - CAD TE Expense Reimbursement Policy (April 2015).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.9_Ziff Davis - AUD TE Expense Reimbursement Policy (April 2015).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.10_ZD Credit Memo Policy_Final_July 2014_2 (2).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.11_System Access Request Form.xlsx
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.12_Ziff Davis - Credit Approval Policy For New Customers FINAL_August 2016 (2).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.13_Ziff Davis Revenue Recognition Policy - FINAL (2).pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.14_Ziff Davis Travel and Entertainment Expense Reimbursement Policy_India_9.2016_Final.pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05.15_Ziff Davis Travel and Entertainment Expense Reimbursement Policy_PHP_9.2016_Final.pdf
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05_A_Jive Path.xlsx
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05_B_Policies and Procedures Chart.xlsx
CIT39797,ControlTesterTestItem,/ELC05/Financial and IT Policies/ELC05_C_FW Updated IT Change Management Policy - Please Distribute to your Teams.msg
CIT39797,ControlTesterTestItem,/ELC05/TAG IQG DOM/RE_ TAG_3 - Ziff Davis IQG 2.1 Description of Methodology_Draft_September 2016_For Steve Hicks Review.pdf
CIT39797,ControlTesterTestItem,/ELC05/TAG IQG DOM/TAG_1 - TAG IQG Program Announcement - Program Effective 10_15_2016.pdf
CIT39797,ControlTesterTestItem,"/ELC05/TAG IQG DOM/TAG_2 - IQG Description of Methodology for your Files - Ziff Davis, LLC.pdf"
CIT39798,ControlTesterTestItem,/ELC13/Support/ELC13.1.xlsx
CIT39799,ControlTesterTestItem,/ELC14/Support/ELC14.1_ACCOUNTING AND FINANCE FINAL SCHEDULE 2016.docx
CIT39799,ControlTesterTestItem,/ELC14/Support/ELC14.2_About Offers.com_ZD 2016_06.14.16 (1).pptx
CIT39799,ControlTesterTestItem,/ELC14/Support/ELC14.3_Salesify Presentation Finance Summit.pptx
CIT39799,ControlTesterTestItem,/ELC14/Support/ELC14.4_TLO 2.0 Finance Presentation (1).pptx
CIT39800,ControlTesterTestItem,/ELC01.5/Support/ELC01.5.1.pdf
CIT39800,ControlTesterTestItem,/ELC01.5/Support/ELC01.2.1.docx
CIT39801,ControlTesterTestItem,/ELC01.2/Support/ELC01.2.1.docx
CIT39801,ControlTesterTestItem,/ELC01.2/Support/ELC01.2.2.pdf
CIT39802,ControlTesterTestItem,/ELC09/ELC09.1_FW 2016 Budget.msg
CIT39802,ControlTesterTestItem,/ELC09/ELC09.2_FW Review Ziff Davis 4Q 2015 2016 Budget.msg
CIT39802,ControlTesterTestItem,/ELC09/ELC09.3_2015 Q4 - 2016 Budget  j2 update with Offers_v2.xlsx
CIT39802,ControlTesterTestItem,/ELC09/ELC09.4_2016 Budget media slides.pdf
CIT39804,ControlTesterTestItem,/ELC06.1/Support/ELC06.1.1docx.docx
CIT39804,ControlTesterTestItem,/ELC06.1/Support/ELC06.1.2_Singh Background.pdf
CIT39805,ControlTesterTestItem,/ELC6.2/Support/ELC06.2.2_singhref.pdf
CIT39805,ControlTesterTestItem,/ELC6.2/Support/ELC06.2.1docx.docx
CIT39771,ControlTesterTestItem,/11.5.1 - One Login Settings.jpg
CIT39771,ControlTesterTestItem,/11.5.2 - E-mail Alert Example.jpg
CIT39772,ControlTesterTestItem,/IT56.1 - SugarCRM User Details with Roles and IA Testing.xlsx
CIT39773,ControlTesterTestItem,/IT01.08_Testing_Final_November 2016.xlsx
CIT39773,ControlTesterTestItem,/1 - Q2 Sugar CRM_Salesify/A - Q2 Instructions.pdf
CIT39773,ControlTesterTestItem,/1 - Q2 Sugar CRM_Salesify/Approval_Shubham Jhaveri.msg
CIT39773,ControlTesterTestItem,/1 - Q2 Sugar CRM_Salesify/B - Sugar_CRM_Active_Users.xlsx
CIT39773,ControlTesterTestItem,/1 - Q2 Sugar CRM_Salesify/B - Sugar_CRM_Inactive_Users.xlsx
CIT39773,ControlTesterTestItem,/1 - Q2 Sugar CRM_Salesify/C - Approval - Shubham Javieri.pdf
CIT39773,ControlTesterTestItem,/2 - Q3 Sugar CRM_Salesify/A - Q3 Instructions.pdf
CIT39773,ControlTesterTestItem,/2 - Q3 Sugar CRM_Salesify/Approval_Shubham Jhaveri.msg
CIT39773,ControlTesterTestItem,/2 - Q3 Sugar CRM_Salesify/B - SugarCRM Active Inactive Users.xlsx
CIT39773,ControlTesterTestItem,/2 - Q3 Sugar CRM_Salesify/C - Approval Shubham Javieri.pdf
CIT39781,ControlTesterTestItem,/IT06.1.xlsx
CIT39782,ControlTesterTestItem,/IT15.1 - Adjuster Screen Shots.xlsx
CIT39783,ControlTesterTestItem,/IT19.1.JPG
CIT39784,ControlTesterTestItem,/IT03.3.1.JPG
CIT39785,ControlTesterTestItem,/IT41.1_Duplicate Invoice Screen Shot.png
CIT39786,ControlTesterTestItem,/IT18.1 - Adbook Screen Shot.png
CIT39787,ControlTesterTestItem,/IT01.05_Testing_Final_November 2016.xlsx
CIT39787,ControlTesterTestItem,/1 - Q2 Adbook/A - Q2 Instructions.pdf
CIT39787,ControlTesterTestItem,/1 - Q2 Adbook/Adbook_User List Submission.msg
CIT39787,ControlTesterTestItem,/1 - Q2 Adbook/Approval_Liane Chugerman.msg
CIT39787,ControlTesterTestItem,/1 - Q2 Adbook/B - User List Submission From Adbook.pdf
CIT39787,ControlTesterTestItem,/1 - Q2 Adbook/B - Ziff User Audit.xlsx
CIT39787,ControlTesterTestItem,/1 - Q2 Adbook/C - Approval by Liane Chugerman.pdf
CIT39787,ControlTesterTestItem,/2 - Q3 Adbook/A - Q3 Instructions.pdf
CIT39787,ControlTesterTestItem,/2 - Q3 Adbook/Approval_Liane Chugerman.msg
CIT39787,ControlTesterTestItem,/2 - Q3 Adbook/B - Report Submission from Adbook Help Desk.pdf
CIT39787,ControlTesterTestItem,/2 - Q3 Adbook/B - Ziff AdBook User Permissions.xlsx
CIT39787,ControlTesterTestItem,/2 - Q3 Adbook/C - Approval by Liane Chugerman.pdf
CIT39787,ControlTesterTestItem,/2 - Q3 Adbook/Submission from Adbook Help Desk.msg
CIT39787,ControlTesterTestItem,/3 - Q2 Adjuster/A - Q2 Instructions.pdf
CIT39787,ControlTesterTestItem,/3 - Q2 Adjuster/Adjuster Account Services.msg
CIT39787,ControlTesterTestItem,/3 - Q2 Adjuster/Approval_Liane Chugerman.msg
CIT39787,ControlTesterTestItem,/3 - Q2 Adjuster/B - E-mail Confirmation of User List from Adjuster.pdf
CIT39787,ControlTesterTestItem,/3 - Q2 Adjuster/C - Approval by Liane Chugerman.pdf
CIT39787,ControlTesterTestItem,/4 - Q3 Adjuster/A - Q3 Instructions.pdf
CIT39787,ControlTesterTestItem,/4 - Q3 Adjuster/Approval_Liane Chugerman.msg
CIT39787,ControlTesterTestItem,/4 - Q3 Adjuster/B - ActiveLogins_Aug16.xlsx
CIT39787,ControlTesterTestItem,/4 - Q3 Adjuster/B - Submission of User List by Adjuster.pdf
CIT39787,ControlTesterTestItem,/4 - Q3 Adjuster/C - Approval by Liane Chugerman.pdf
CIT39787,ControlTesterTestItem,/4 - Q3 Adjuster/Submission from Adjuster.msg
CIT39787,ControlTesterTestItem,/5 - Q2 DFP/A - Q2 Instructions.pdf
CIT39787,ControlTesterTestItem,/5 - Q2 DFP/Approval_Liane Chugerman.msg
CIT39787,ControlTesterTestItem,/5 - Q2 DFP/B - DFP - 1.png
CIT39787,ControlTesterTestItem,/5 - Q2 DFP/B - DFP - 2.png
CIT39787,ControlTesterTestItem,/5 - Q2 DFP/B - DFP - 3.png
CIT39787,ControlTesterTestItem,/5 - Q2 DFP/B - DFP - 4.png
CIT39787,ControlTesterTestItem,/5 - Q2 DFP/C - Approval by Liane Chugerman.pdf
CIT39787,ControlTesterTestItem,/6 - Q3 DFP/A - Q3 Instructions.pdf
CIT39787,ControlTesterTestItem,/6 - Q3 DFP/Approval - Liane Chugerman.msg
CIT39787,ControlTesterTestItem,/6 - Q3 DFP/C - Approval by Liane Chugerman.pdf
CIT39787,ControlTesterTestItem,/6 - Q3 DFP/DFP1.png
CIT39787,ControlTesterTestItem,/6 - Q3 DFP/DFP2.png
CIT39787,ControlTesterTestItem,/6 - Q3 DFP/DFP3.png
CIT39787,ControlTesterTestItem,/6 - Q3 DFP/DFP4.png
CIT39788,ControlTesterTestItem,/IT04.11 - Offers.com Back-up Walkthrough.pdf
CIT39789,ControlTesterTestItem,/IT05.8.1 - December Restore Test.docx
CIT39789,ControlTesterTestItem,/IT05.8.2 - November Restore Test.docx
CIT39789,ControlTesterTestItem,/IT05.8.3 - Google Drive Uploads.PNG
CIT39806,ControlTesterTestItem,/ELC08/Support/ELC08.1_Fwd Annual Performance2016 Employee GoalsApril Salary Increases.msg
CIT39806,ControlTesterTestItem,/ELC08/Support/ELC08.2_2015 Performance Evaluation Form.docx
CIT39806,ControlTesterTestItem,/ELC08/Support/ELC08.3_2016 Goal Setting Form (1).docx
CIT39806,ControlTesterTestItem,/ELC08/Support/ELC08.4_SMART Goals.doc
CIT39806,ControlTesterTestItem,/ELC08/Support/ELC08.5.xlsx
CIT39807,ControlTesterTestItem,/ELC07/Support/ELC07.1_SF Admin JD SP Edits.docx
CIT39807,ControlTesterTestItem,/ELC07/Support/ELC07_P01.2-Sheridan_Lauren HRF.pdf
CIT39810,ControlTesterTestItem,/ELC01.1/Support/ELC01.1_Whistleblower & Ethics Policy update april 2016.pdf
CIT39810,ControlTesterTestItem,/ELC01.1/Support/ELC01.1.2.xlsx
CIT39811,ControlTesterTestItem,/ELC01.3/Support/ELC01.1_Whistleblower & Ethics Policy update april 2016.pdf
CIT39811,ControlTesterTestItem,/ELC01.3/Support/ELC01.3.2.xlsx
CIT39812,ControlTesterTestItem,/ELC16/Support/ELC16.1.xlsx
CIT39813,ControlTesterTestItem,/ELC02/ELC02.1_Credit Memo Remediation Discussion.ics
CIT39815,ControlTesterTestItem,/ELC04/ELC04.1.pdf
CIT39815,ControlTesterTestItem,/ELC04/ELC04.2.xlsx
CIT39816,ControlTesterTestItem,/ELC10/Support/ELC10.1_Butts_John 2016 IGN Domestic Financial Bonus Letter SIGNED.pdf
CIT39816,ControlTesterTestItem,/ELC10/Support/ELC10.2_Cohen_Leah_IGN_AskMen 2016 Sales Commission Plan SIGNED FULL YEAR.pdf
I39818,Issue,/SOX Deficiency Confirmation_Diane Malanowski_1.23.2017.msg
CIT39819,ControlTesterTestItem,/P16.3 Walkthrough Final/P16.3A Payroll Oct 16 - Tally Reco.xlsx
CIT39819,ControlTesterTestItem,/P16.3 Walkthrough Final/P16.3B - October Salesify India _ LeadsRUS payroll JE approval and support.pdf
CIT39819,ControlTesterTestItem,"/P16.3 Walkthrough Final/P16.3C Email notification of Final Payroll File for October 16- 31, 2016 Payroll.pdf"
CIT39820,ControlTesterTestItem,"/P16.2/P16.2A Email submission to EDP- Timesheet & OT Details for October 16- 31, 2016 Payroll.pdf"
CIT39820,ControlTesterTestItem,"/P16.2/P16.2B Timesheet & OT Details for October 16- 31, 2016 Payroll.xlsx"
CIT39820,ControlTesterTestItem,"/P16.2/P16.2C Email notification of Final Payroll File for October 16- 31, 2016 Payroll.pdf"
CIT39820,ControlTesterTestItem,"/P16.2/P16.2D  for October 16- 31, 2016 Payroll file.xlsx"
CIT39820,ControlTesterTestItem,/P16.2/P16.2E Disbursment Approval.pdf
CIT39820,ControlTesterTestItem,/P16.2/P16.2F Salesify cash flow payment for September.xlsx
CIT39821,ControlTesterTestItem,/P04.2/P04.2.1 Email Communication.pdf
CIT39821,ControlTesterTestItem,/P04.2/P04.2.2 Paysheet for Sarfarz Sayed Aug & Sept'16.xlsx
CIT39822,ControlTesterTestItem,/P04- Pay Change Final Testing (FY16).xlsx
CIT39822,ControlTesterTestItem,/P04- Pay Change Test Sample.xlsx
CIT39822,ControlTesterTestItem,/P04.1-Jones_Rashida Promotion Jan 2016.pdf
CIT39822,ControlTesterTestItem,/P04.2-Pipitone_Vincent Promotion July 2016.pdf
CIT39822,ControlTesterTestItem,/P04.3-Vendantham_Vijaya Salary & Title Change (Salesify) 7.1.16.pdf
CIT39822,ControlTesterTestItem,/P04.4-Sherin_Kerry Promotion (Offers.com) 7.15.16.pdf
CIT39822,ControlTesterTestItem,/P04.5-Lindsay_Jackson Promotion 4.1.16.pdf
CIT39822,ControlTesterTestItem,/P04.6-Jessica McCabe ECF Apr 2016.pdf
CIT39822,ControlTesterTestItem,/P04.7-Brian Turley ECF Apr 2016.pdf
CIT39822,ControlTesterTestItem,/P04.8-Smith_Blake Offers.com Salary Change 7.1.16.pdf
CIT39822,ControlTesterTestItem,/P04.9-Shamiul Azom ECF Comp Change 2016.pdf
CIT39822,ControlTesterTestItem,/P04.10-Theocharides-Andreou_Maria Base & Incentive Change  6.1.16 - UK.pdf
CIT39822,ControlTesterTestItem,/P04.11-Aaron Smith #447 ECF - Promotion.pdf
CIT39822,ControlTesterTestItem,/P04.12-Mirabella_Fran Salary Change 11.1.16.pdf
CIT39822,ControlTesterTestItem,/P04.13-Marsh_Liam Base & Incentive Change 6.1.16 - UK.pdf
CIT39822,ControlTesterTestItem,/P04.14-Valdez_Sabrina Promotion ECF September 2016.pdf
CIT39822,ControlTesterTestItem,/P04.15-Josh Schulz ECF Comp Change 2016.pdf
CIT39822,ControlTesterTestItem,"/P04.16-Haskitt, Jenna ECF.pdf"
CIT39822,ControlTesterTestItem,/P04.17-David Refaeli ECF Comp Change 2016.pdf
CIT39823,ControlTesterTestItem,/P15.1_FW_ Upated Merit Increase Summary.pdf
CIT39824,ControlTesterTestItem,/P16 FY16 Testing Final.xlsx
CIT39824,ControlTesterTestItem,/P16A.pdf
CIT39831,ControlTesterTestItem,/P09.6-May- Ziff Davis (Month End).pdf
CIT39831,ControlTesterTestItem,/P09.7-October- Offers.com (Mid-month).pdf
CIT39831,ControlTesterTestItem,/P09.8-October- Salebuild (Mid-month).pdf
CIT39831,ControlTesterTestItem,/P09.9-October- Ziff Davis (Mid-month).pdf
CIT39831,ControlTesterTestItem,/P09.10-October- IGN (Month-end).pdf
CIT39831,ControlTesterTestItem,/P09.11-October- Offers.com (Month-end).pdf
CIT39831,ControlTesterTestItem,/P09.12-October- Salebuild (Month-end).pdf
CIT39831,ControlTesterTestItem,/P09.13-October- Ziff Davis (Month-end).pdf
CIT39832,ControlTesterTestItem,/P06 Termination Checklists Population.xlsx
CIT39832,ControlTesterTestItem,/P06 Termination Checklists Sample.xlsx
CIT39832,ControlTesterTestItem,"/P06.1-Pusztai, Istvan ECF term.pdf"
CIT39832,ControlTesterTestItem,"/P06.2-Singnurkar, Akshay ECF term.pdf"
CIT39832,ControlTesterTestItem,/P06.3-Riley_Kathleen Term 10.21.16.pdf
CIT39832,ControlTesterTestItem,/P06.4-Rosier_Cindy Term ECF 6.30.16.pdf
CIT39832,ControlTesterTestItem,"/P06.5-Holly, Jennifer ECF term.pdf"
CIT39832,ControlTesterTestItem,/P06.6-DeForge_Denise Term 1.29.16.pdf
CIT39844,ControlTesterTestItem,/FSCP09/FSCP09 Testing.xlsx
CIT39844,ControlTesterTestItem,/FSCP09/FSCP09.01-Q2-June 2016 - ZD Lease Obligations.xlsx
CIT39844,ControlTesterTestItem,/FSCP09/FSCP09.02-Q3-September 2016 - ZD Lease Obligations.xlsx
I45554,Issue,/D04_SOX Deficiency Confirmation_Dan Kim.pdf
I45554,Issue,/D04_SOX Deficiency Confirmation_John Alston.pdf
I45562,Issue,/D05_SOX Deficiency Confirmation_Sara Craun.pdf
I45580,Issue,/D06_SOX Deficiency Confirmation_John Verimitidis.pdf
CIT39835,ControlTesterTestItem,/FSCP07.1A-03_2016 j2 MOM revenue analysis_distribution.xlsx
CIT39835,ControlTesterTestItem,/FSCP07.1B-Expense Analysis MOM (MAR 2016 v FEB 2016).xlsx
CIT39835,ControlTesterTestItem,/FSCP07.1C-March 2016 - M-O-M Expense Analysis.pdf
CIT39835,ControlTesterTestItem,/FSCP07.1D-March 2016 - M-O-M Expense Commentary.pdf
CIT39835,ControlTesterTestItem,/FSCP07.2A-09_2016 j2 MOM revenue analysis_distribution.xlsx
CIT39835,ControlTesterTestItem,/FSCP07.2B-Expense Analysis MOM (SEP 2016 v AUG 2016).xlsx
CIT39835,ControlTesterTestItem,/FSCP07.2C-September 2016 - M-O-M Expense Analysis.pdf
CIT39835,ControlTesterTestItem,/FSCP07.2D-September 2016 - M-O-M Expense Commentary.pdf
CIT39835,ControlTesterTestItem,/FSCP07 Testing.xlsx
CIT39836,ControlTesterTestItem,/FSCP08 Final Testing/FSCP08.1A-BvA_8.31.2016.xlsx
CIT39836,ControlTesterTestItem,/FSCP08 Final Testing/FSCP08.1B- Submission to j2.pdf
CIT39836,ControlTesterTestItem,/FSCP08 Final Testing/FSCP08.2A-BvA_9.30.2016.xlsx
CIT39836,ControlTesterTestItem,/FSCP08 Final Testing/FSCP08.2B- Submission to j2.pdf
CIT39836,ControlTesterTestItem,/FSCP08 Final Testing/FSCP08 Testing.xlsx
CIT39838,ControlTesterTestItem,/FSCP06/0 - FSCP06 Testing Workbook_Phase I and II_Final.xlsx
